Order ID,Order Date,Customer Name,City,State,Country,Region,Category,Sub Category,Product Name,Quantity,Unit Price,Discount (%),Sales,Revenue,Profit,Payment Method,Salesperson
100519,2025-12-29,Customer 68,City 5,Florida,USA,North,Fashion,Shoes,Shoes,9,32.98,20,237.46,237.46,62.95,UPI,Salesperson 13
100520,2025-04-30,Customer 770,City 10,Washington,USA,East,Fashion,Shoes,Shoes,3,858.62,15,2189.48,2189.48,285.93,Credit Card,Salesperson 9
100521,2025-11-06,Customer 222,City 17,Florida,USA,South,Stationery,Pen,Pen,2,748.1,5,1421.39,1421.39,256.32,Credit Card,Salesperson 12
100522,2026-05-10,Customer 513,City 5,Texas,USA,East,Electronics,Laptop,Laptop,4,1370.46,15,4659.56,4659.56,1009.35,Cash,Salesperson 17
100523,2026-06-13,Customer 693,City 5,Texas,USA,North,Furniture,Desk,Desk,6,219.23,0,1315.38,1315.38,397.22,Cash,Salesperson 13
100524,2025-03-31,Customer 342,City 15,California,USA,North,Fashion,Shoes,Shoes,2,11.14,0,22.28,22.28,5.92,PayPal,Salesperson 10
100525,2025-07-17,Customer 294,City 9,Illinois,USA,East,Electronics,Laptop,Laptop,10,1138.95,5,10820.02,10820.02,1803.02,Cash,Salesperson 4
100526,2026-06-11,Customer 105,City 7,Illinois,USA,East,Furniture,Desk,Desk,3,240.46,0,721.38,721.38,60.68,PayPal,Salesperson 11
100527,2025-06-25,Customer 73,City 10,Illinois,USA,East,Furniture,Desk,Desk,3,1415.2,10,3821.04,3821.04,897.95,PayPal,Salesperson 15
100528,2025-02-25,Customer 89,City 14,New York,USA,South,Electronics,Laptop,Laptop,3,48.34,0,145.02,145.02,15.75,PayPal,Salesperson 19
100529,2025-03-22,Customer 774,City 25,New York,USA,South,Accessories,Backpack,Backpack,10,536.66,10,4829.94,4829.94,1452.41,Credit Card,Salesperson 15
100530,2025-08-18,Customer 148,City 28,Illinois,USA,East,Electronics,Phone,Phone,8,469.04,15,3189.47,3189.47,660.37,UPI,Salesperson 13
100531,2025-01-31,Customer 67,City 16,California,USA,East,Electronics,Headphones,Headphones,6,1184.22,10,6394.79,6394.79,1294.22,Cash,Salesperson 15
100532,2026-06-05,Customer 106,City 13,Washington,USA,North,Electronics,Headphones,Headphones,5,1153.07,20,4612.28,4612.28,1084.64,UPI,Salesperson 18
100533,2025-09-02,Customer 636,City 8,Illinois,USA,South,Electronics,Phone,Phone,5,801.45,15,3406.16,3406.16,815.59,Cash,Salesperson 13
100534,2026-03-22,Customer 581,City 26,Florida,USA,South,Electronics,Phone,Phone,6,316.32,20,1518.34,1518.34,298.22,Debit Card,Salesperson 3
100535,2025-04-10,Customer 456,City 6,Florida,USA,West,Fashion,Watch,Watch,8,175.91,20,1125.82,1125.82,230.78,Credit Card,Salesperson 20
100536,2025-03-04,Customer 93,City 7,Texas,USA,North,Electronics,Phone,Phone,10,1158.16,15,9844.36,9844.36,1657.79,Debit Card,Salesperson 5
100537,2025-07-20,Customer 211,City 22,Florida,USA,East,Accessories,Backpack,Backpack,9,440.8,20,3173.76,3173.76,749.14,PayPal,Salesperson 10
100538,2026-06-07,Customer 414,City 28,Texas,USA,East,Stationery,Pen,Pen,6,1485.48,20,7130.3,7130.3,586.06,Credit Card,Salesperson 12
100539,2026-01-03,Customer 113,City 28,Florida,USA,North,Fashion,Shoes,Shoes,1,6.26,20,5.01,5.01,1.51,Debit Card,Salesperson 14
100540,2026-03-22,Customer 559,City 7,Washington,USA,South,Fashion,Watch,Watch,7,939.7,15,5591.22,5591.22,1060.26,Cash,Salesperson 5
100541,2025-06-07,Customer 296,City 28,Washington,USA,South,Furniture,Chair,Chair,9,579.97,10,4697.76,4697.76,1441.23,Debit Card,Salesperson 1
100542,2025-05-20,Customer 87,City 5,Washington,USA,West,Electronics,Phone,Phone,1,220.27,15,187.23,187.23,48.24,Cash,Salesperson 20
100543,2026-04-06,Customer 394,City 12,Texas,USA,South,Stationery,Pen,Pen,10,273.8,20,2190.4,2190.4,426.06,Cash,Salesperson 20
100544,2025-10-03,Customer 421,City 30,Illinois,USA,East,Electronics,Laptop,Laptop,10,749.74,5,7122.53,7122.53,1939.29,Credit Card,Salesperson 2
100545,2025-03-23,Customer 146,City 24,Washington,USA,East,Fashion,Watch,Watch,8,1058.8,0,8470.4,8470.4,2004.71,Cash,Salesperson 17
100546,2025-03-21,Customer 701,City 21,Illinois,USA,East,Electronics,Phone,Phone,9,1335.42,0,12018.78,12018.78,1757.3,PayPal,Salesperson 2
100547,2026-04-26,Customer 588,City 24,Florida,USA,West,Stationery,Notebook,Notebook,9,1168.9,15,8942.09,8942.09,1811.57,UPI,Salesperson 10
100548,2025-09-24,Customer 63,City 21,New York,USA,South,Furniture,Desk,Desk,3,57.81,20,138.74,138.74,39.17,PayPal,Salesperson 2
100549,2026-06-02,Customer 79,City 28,Florida,USA,East,Furniture,Desk,Desk,10,45.81,15,389.38,389.38,39.82,Debit Card,Salesperson 20
100550,2025-06-28,Customer 606,City 24,Texas,USA,West,Furniture,Desk,Desk,5,1287.5,0,6437.5,6437.5,1803.7,UPI,Salesperson 6
100551,2025-12-18,Customer 87,City 5,Illinois,USA,South,Furniture,Desk,Desk,4,729.95,20,2335.84,2335.84,730.52,Cash,Salesperson 14
100552,2025-12-20,Customer 56,City 21,Florida,USA,North,Stationery,Pen,Pen,4,992.7,5,3772.26,3772.26,516.54,Credit Card,Salesperson 6
100553,2025-08-28,Customer 389,City 22,Washington,USA,West,Accessories,Backpack,Backpack,7,716.97,15,4265.97,4265.97,1200.7,Cash,Salesperson 9
100554,2026-04-05,Customer 392,City 22,Florida,USA,North,Electronics,Headphones,Headphones,9,1306.07,0,11754.63,11754.63,1856.92,Credit Card,Salesperson 18
100555,2025-10-01,Customer 101,City 9,Washington,USA,West,Stationery,Notebook,Notebook,7,917.68,10,5781.38,5781.38,985.39,Cash,Salesperson 8
100556,2025-01-11,Customer 689,City 1,California,USA,North,Fashion,Watch,Watch,4,782.33,5,2972.85,2972.85,489.28,Cash,Salesperson 4
100557,2025-10-18,Customer 258,City 7,California,USA,North,Fashion,Shoes,Shoes,2,1029.82,10,1853.68,1853.68,258.11,PayPal,Salesperson 3
100558,2025-05-05,Customer 726,City 4,California,USA,South,Electronics,Laptop,Laptop,10,986.63,5,9372.98,9372.98,3155.25,Cash,Salesperson 19
100559,2025-03-19,Customer 655,City 15,Florida,USA,West,Electronics,Headphones,Headphones,2,1045.0,10,1881.0,1881.0,300.08,UPI,Salesperson 9
100560,2025-12-07,Customer 62,City 9,Florida,USA,South,Electronics,Headphones,Headphones,2,419.54,0,839.08,839.08,153.85,Cash,Salesperson 3
100561,2025-04-22,Customer 148,City 18,New York,USA,South,Accessories,Backpack,Backpack,4,917.4,5,3486.12,3486.12,886.45,PayPal,Salesperson 4
100562,2025-09-14,Customer 796,City 15,California,USA,West,Accessories,Backpack,Backpack,5,159.41,0,797.05,797.05,78.92,Debit Card,Salesperson 1
100563,2025-01-04,Customer 528,City 23,New York,USA,West,Electronics,Laptop,Laptop,7,403.32,10,2540.92,2540.92,823.89,Cash,Salesperson 13
100564,2026-05-09,Customer 125,City 19,Illinois,USA,East,Electronics,Phone,Phone,9,342.64,15,2621.2,2621.2,884.97,UPI,Salesperson 10
100565,2025-12-15,Customer 83,City 27,New York,USA,East,Stationery,Pen,Pen,1,950.25,0,950.25,950.25,169.76,Debit Card,Salesperson 6
100566,2026-02-04,Customer 110,City 21,Washington,USA,East,Fashion,Shoes,Shoes,1,1451.43,5,1378.86,1378.86,221.58,Cash,Salesperson 3
100567,2025-09-02,Customer 501,City 13,California,USA,East,Accessories,Backpack,Backpack,4,214.21,5,814.0,814.0,70.69,Cash,Salesperson 18
100568,2025-02-13,Customer 416,City 4,Texas,USA,West,Accessories,Backpack,Backpack,1,60.38,0,60.38,60.38,10.34,PayPal,Salesperson 5
100569,2026-05-16,Customer 670,City 1,New York,USA,North,Fashion,Watch,Watch,4,1387.6,0,5550.4,5550.4,1546.2,Debit Card,Salesperson 5
100570,2025-04-10,Customer 468,City 20,Texas,USA,North,Electronics,Laptop,Laptop,3,950.83,10,2567.24,2567.24,774.28,Credit Card,Salesperson 4
100571,2025-07-27,Customer 437,City 11,Washington,USA,West,Accessories,Backpack,Backpack,10,1199.77,5,11397.82,11397.82,1106.04,UPI,Salesperson 4
100572,2025-06-27,Customer 344,City 3,California,USA,East,Fashion,Watch,Watch,9,210.31,5,1798.15,1798.15,514.89,Debit Card,Salesperson 14
100573,2025-02-11,Customer 137,City 4,Washington,USA,West,Electronics,Headphones,Headphones,6,832.34,15,4244.93,4244.93,618.84,Debit Card,Salesperson 1
100574,2025-10-18,Customer 427,City 23,New York,USA,South,Accessories,Backpack,Backpack,2,14.49,5,27.53,27.53,9.09,Debit Card,Salesperson 5
100575,2025-02-08,Customer 611,City 6,Washington,USA,West,Furniture,Desk,Desk,9,678.38,5,5800.15,5800.15,1933.1,PayPal,Salesperson 3
100576,2025-05-01,Customer 543,City 4,Illinois,USA,East,Furniture,Desk,Desk,6,631.08,20,3029.18,3029.18,435.06,PayPal,Salesperson 17
100577,2025-07-18,Customer 116,City 26,Texas,USA,West,Furniture,Chair,Chair,8,1156.65,5,8790.54,8790.54,1359.33,Cash,Salesperson 6
100578,2026-03-22,Customer 258,City 11,Illinois,USA,West,Electronics,Headphones,Headphones,1,85.77,10,77.19,77.19,12.12,Credit Card,Salesperson 4
100579,2025-04-29,Customer 73,City 29,Texas,USA,West,Electronics,Laptop,Laptop,9,267.95,0,2411.55,2411.55,508.76,PayPal,Salesperson 19
100580,2025-04-23,Customer 334,City 8,California,USA,South,Stationery,Notebook,Notebook,7,302.13,10,1903.42,1903.42,270.51,Cash,Salesperson 7
100581,2026-03-23,Customer 149,City 7,Illinois,USA,West,Stationery,Pen,Pen,4,114.93,20,367.78,367.78,77.52,Debit Card,Salesperson 13
100582,2025-10-04,Customer 208,City 11,Texas,USA,North,Stationery,Notebook,Notebook,3,689.32,5,1964.56,1964.56,492.41,PayPal,Salesperson 2
100583,2025-06-25,Customer 779,City 11,Texas,USA,East,Furniture,Desk,Desk,3,171.11,15,436.33,436.33,88.93,PayPal,Salesperson 6
100584,2025-03-30,Customer 422,City 28,Illinois,USA,West,Fashion,Watch,Watch,3,869.29,20,2086.3,2086.3,648.53,Debit Card,Salesperson 19
100585,2025-09-10,Customer 254,City 11,New York,USA,South,Accessories,Backpack,Backpack,8,422.36,15,2872.05,2872.05,800.64,PayPal,Salesperson 5
100586,2026-04-27,Customer 752,City 25,Illinois,USA,North,Fashion,Watch,Watch,1,629.57,0,629.57,629.57,57.17,Cash,Salesperson 17
100587,2025-09-04,Customer 86,City 18,California,USA,West,Stationery,Pen,Pen,8,1215.53,0,9724.24,9724.24,1965.84,Debit Card,Salesperson 5
100588,2025-11-09,Customer 166,City 23,New York,USA,North,Stationery,Notebook,Notebook,5,362.4,0,1812.0,1812.0,152.75,Cash,Salesperson 15
100589,2025-01-02,Customer 643,City 3,New York,USA,East,Electronics,Headphones,Headphones,7,281.49,10,1773.39,1773.39,442.0,PayPal,Salesperson 2
100590,2025-08-01,Customer 702,City 3,Illinois,USA,East,Furniture,Desk,Desk,7,1130.57,20,6331.19,6331.19,1433.75,Credit Card,Salesperson 17
100591,2025-02-11,Customer 375,City 12,Texas,USA,North,Stationery,Notebook,Notebook,1,170.89,10,153.8,153.8,31.63,PayPal,Salesperson 7
100592,2025-08-03,Customer 772,City 24,Texas,USA,East,Electronics,Headphones,Headphones,6,361.76,0,2170.56,2170.56,554.01,UPI,Salesperson 9
100593,2026-04-09,Customer 498,City 17,Illinois,USA,North,Fashion,Shoes,Shoes,7,419.33,0,2935.31,2935.31,530.29,Cash,Salesperson 18
100594,2025-03-09,Customer 193,City 29,New York,USA,North,Fashion,Shoes,Shoes,5,680.71,10,3063.2,3063.2,906.63,Credit Card,Salesperson 13
100595,2025-10-10,Customer 115,City 23,Texas,USA,West,Electronics,Headphones,Headphones,5,1437.59,0,7187.95,7187.95,787.29,Debit Card,Salesperson 7
100596,2026-05-01,Customer 356,City 14,New York,USA,North,Fashion,Shoes,Shoes,1,443.29,20,354.63,354.63,117.58,UPI,Salesperson 7
100597,2026-06-17,Customer 661,City 11,New York,USA,East,Electronics,Phone,Phone,1,1308.33,5,1242.91,1242.91,379.63,UPI,Salesperson 16
100598,2025-05-16,Customer 314,City 6,Florida,USA,South,Fashion,Watch,Watch,9,1263.65,15,9666.92,9666.92,1968.78,Cash,Salesperson 12
100599,2025-06-20,Customer 634,City 30,Texas,USA,East,Furniture,Desk,Desk,1,226.77,10,204.09,204.09,41.45,Debit Card,Salesperson 6
100600,2025-05-10,Customer 452,City 9,Florida,USA,South,Electronics,Headphones,Headphones,3,360.67,0,1082.01,1082.01,376.88,Debit Card,Salesperson 18
100601,2025-06-16,Customer 547,City 10,California,USA,North,Electronics,Laptop,Laptop,6,1467.14,5,8362.7,8362.7,1511.03,Cash,Salesperson 16
100602,2026-06-04,Customer 340,City 21,Washington,USA,East,Electronics,Headphones,Headphones,8,1392.08,5,10579.81,10579.81,858.65,Cash,Salesperson 10
100603,2025-04-26,Customer 750,City 16,California,USA,South,Fashion,Watch,Watch,3,1200.37,15,3060.94,3060.94,524.78,PayPal,Salesperson 4
100604,2025-04-05,Customer 335,City 2,Illinois,USA,South,Furniture,Desk,Desk,1,605.44,5,575.17,575.17,115.27,PayPal,Salesperson 17
100605,2026-04-02,Customer 694,City 22,California,USA,West,Furniture,Chair,Chair,5,297.59,0,1487.95,1487.95,335.34,Debit Card,Salesperson 16
100606,2026-01-05,Customer 408,City 5,Washington,USA,West,Stationery,Notebook,Notebook,10,909.59,0,9095.9,9095.9,2958.72,UPI,Salesperson 13
100607,2026-04-02,Customer 575,City 3,Texas,USA,West,Stationery,Notebook,Notebook,1,430.55,10,387.5,387.5,63.23,Cash,Salesperson 15
100608,2026-03-01,Customer 143,City 27,Illinois,USA,North,Furniture,Desk,Desk,3,1209.48,15,3084.17,3084.17,853.46,Debit Card,Salesperson 7
100609,2025-03-09,Customer 605,City 25,New York,USA,North,Furniture,Desk,Desk,8,1482.63,20,9488.83,9488.83,3286.86,Credit Card,Salesperson 14
100610,2025-05-21,Customer 205,City 6,New York,USA,East,Furniture,Desk,Desk,7,266.47,15,1585.5,1585.5,430.89,PayPal,Salesperson 16
100611,2026-04-20,Customer 230,City 1,California,USA,South,Electronics,Laptop,Laptop,5,1252.7,10,5637.15,5637.15,1203.01,UPI,Salesperson 10
100612,2026-05-19,Customer 705,City 21,Texas,USA,North,Accessories,Backpack,Backpack,2,982.45,10,1768.41,1768.41,340.65,Credit Card,Salesperson 9
100613,2026-03-23,Customer 265,City 21,Washington,USA,West,Accessories,Backpack,Backpack,2,900.34,10,1620.61,1620.61,383.9,Credit Card,Salesperson 12
100614,2025-03-01,Customer 150,City 11,New York,USA,South,Fashion,Shoes,Shoes,10,31.23,10,281.07,281.07,34.84,UPI,Salesperson 6
100615,2025-10-26,Customer 543,City 21,California,USA,South,Electronics,Laptop,Laptop,5,544.94,10,2452.23,2452.23,228.43,Debit Card,Salesperson 4
100616,2025-11-05,Customer 278,City 22,Washington,USA,East,Fashion,Watch,Watch,3,817.85,10,2208.2,2208.2,669.62,Credit Card,Salesperson 18
100617,2025-10-16,Customer 382,City 25,New York,USA,West,Fashion,Watch,Watch,6,1235.86,0,7415.16,7415.16,867.4,UPI,Salesperson 6
100618,2026-06-23,Customer 545,City 23,Illinois,USA,North,Electronics,Phone,Phone,4,236.06,5,897.03,897.03,273.17,Cash,Salesperson 15
100619,2025-11-16,Customer 708,City 12,Texas,USA,West,Electronics,Phone,Phone,2,1229.17,0,2458.34,2458.34,514.95,PayPal,Salesperson 17
100620,2025-05-02,Customer 228,City 5,Washington,USA,South,Stationery,Notebook,Notebook,3,1066.29,0,3198.87,3198.87,898.9,Debit Card,Salesperson 10
100621,2025-04-25,Customer 80,City 1,New York,USA,West,Electronics,Headphones,Headphones,4,199.68,0,798.72,798.72,155.51,Credit Card,Salesperson 7
100622,2026-04-26,Customer 122,City 30,Florida,USA,North,Electronics,Phone,Phone,1,1190.62,20,952.5,952.5,228.75,Credit Card,Salesperson 10
100623,2025-07-24,Customer 190,City 22,Florida,USA,North,Electronics,Laptop,Laptop,2,1174.64,20,1879.42,1879.42,254.58,Credit Card,Salesperson 5
100624,2025-09-05,Customer 518,City 19,California,USA,North,Furniture,Desk,Desk,10,525.02,5,4987.69,4987.69,1550.61,PayPal,Salesperson 1
100625,2025-01-05,Customer 743,City 4,Texas,USA,West,Fashion,Shoes,Shoes,4,1075.14,10,3870.5,3870.5,489.15,UPI,Salesperson 19
100626,2025-12-30,Customer 389,City 14,Texas,USA,South,Electronics,Headphones,Headphones,8,1011.92,0,8095.36,8095.36,1042.92,Cash,Salesperson 4
100627,2026-01-05,Customer 722,City 10,Illinois,USA,North,Stationery,Notebook,Notebook,2,701.52,20,1122.43,1122.43,130.98,Credit Card,Salesperson 11
100628,2025-11-16,Customer 704,City 27,New York,USA,South,Accessories,Backpack,Backpack,2,580.25,15,986.42,986.42,238.82,PayPal,Salesperson 14
100629,2026-05-03,Customer 696,City 12,Texas,USA,North,Furniture,Desk,Desk,7,287.23,0,2010.61,2010.61,646.58,Cash,Salesperson 4
100630,2026-02-09,Customer 411,City 23,Illinois,USA,North,Stationery,Pen,Pen,8,786.38,0,6291.04,6291.04,705.78,Debit Card,Salesperson 3
100631,2026-02-18,Customer 126,City 8,New York,USA,West,Stationery,Notebook,Notebook,4,511.25,20,1636.0,1636.0,503.7,UPI,Salesperson 19
100632,2026-02-19,Customer 497,City 17,Florida,USA,South,Fashion,Watch,Watch,5,1135.67,15,4826.6,4826.6,850.19,Cash,Salesperson 4
100633,2025-05-18,Customer 31,City 4,Washington,USA,North,Electronics,Phone,Phone,5,736.57,5,3498.71,3498.71,873.49,Credit Card,Salesperson 16
100634,2025-04-09,Customer 779,City 3,Washington,USA,West,Electronics,Laptop,Laptop,3,577.04,10,1558.01,1558.01,188.89,Cash,Salesperson 7
100635,2025-01-19,Customer 783,City 2,New York,USA,North,Furniture,Desk,Desk,8,737.92,10,5313.02,5313.02,1203.18,Cash,Salesperson 15
100636,2025-11-07,Customer 724,City 6,New York,USA,West,Stationery,Notebook,Notebook,7,666.62,0,4666.34,4666.34,414.71,Debit Card,Salesperson 10
100637,2026-04-27,Customer 488,City 18,Texas,USA,North,Stationery,Pen,Pen,8,1147.2,20,7342.08,7342.08,1925.51,Cash,Salesperson 9
100638,2025-10-19,Customer 329,City 2,California,USA,North,Accessories,Backpack,Backpack,10,1456.45,20,11651.6,11651.6,3060.31,Debit Card,Salesperson 12
100639,2026-03-15,Customer 354,City 12,New York,USA,East,Stationery,Notebook,Notebook,10,45.22,10,406.98,406.98,74.38,Credit Card,Salesperson 8
100640,2025-03-09,Customer 313,City 4,Florida,USA,South,Furniture,Chair,Chair,4,973.88,20,3116.42,3116.42,320.79,Credit Card,Salesperson 18
100641,2026-03-08,Customer 274,City 1,Washington,USA,West,Stationery,Notebook,Notebook,1,694.06,15,589.95,589.95,137.68,PayPal,Salesperson 1
100642,2026-05-16,Customer 103,City 23,Washington,USA,South,Stationery,Notebook,Notebook,7,857.68,10,5403.38,5403.38,1267.55,UPI,Salesperson 16
100643,2026-03-23,Customer 207,City 16,Washington,USA,North,Fashion,Shoes,Shoes,6,254.11,10,1372.19,1372.19,244.39,PayPal,Salesperson 7
100644,2025-08-20,Customer 640,City 24,California,USA,North,Furniture,Desk,Desk,5,76.06,20,304.24,304.24,57.36,PayPal,Salesperson 11
100645,2025-08-03,Customer 356,City 26,California,USA,East,Furniture,Desk,Desk,2,851.81,20,1362.9,1362.9,283.92,PayPal,Salesperson 10
100646,2026-06-12,Customer 465,City 22,Illinois,USA,South,Stationery,Pen,Pen,9,473.46,15,3621.97,3621.97,683.18,Credit Card,Salesperson 17
100647,2026-03-21,Customer 580,City 24,Washington,USA,North,Electronics,Headphones,Headphones,10,751.31,15,6386.13,6386.13,972.88,PayPal,Salesperson 7
100648,2025-11-04,Customer 446,City 14,Florida,USA,North,Stationery,Notebook,Notebook,8,225.88,5,1716.69,1716.69,483.31,Debit Card,Salesperson 14
100649,2025-08-30,Customer 416,City 8,California,USA,South,Furniture,Desk,Desk,5,970.83,10,4368.74,4368.74,1159.69,Debit Card,Salesperson 1
100650,2026-03-09,Customer 663,City 29,California,USA,South,Furniture,Chair,Chair,5,698.92,20,2795.68,2795.68,971.92,Debit Card,Salesperson 9
100651,2025-06-30,Customer 660,City 28,California,USA,West,Electronics,Headphones,Headphones,1,391.3,10,352.17,352.17,90.8,Credit Card,Salesperson 2
100652,2026-02-21,Customer 373,City 22,Washington,USA,North,Electronics,Phone,Phone,6,904.39,0,5426.34,5426.34,1753.55,Cash,Salesperson 5
100653,2026-06-19,Customer 681,City 27,Illinois,USA,East,Furniture,Chair,Chair,2,858.61,20,1373.78,1373.78,455.95,Cash,Salesperson 3
100654,2026-02-04,Customer 767,City 24,Texas,USA,West,Furniture,Chair,Chair,10,187.8,10,1690.2,1690.2,285.49,Debit Card,Salesperson 5
100655,2025-09-18,Customer 604,City 2,New York,USA,East,Electronics,Phone,Phone,3,325.09,10,877.74,877.74,174.37,Credit Card,Salesperson 11
100656,2025-05-29,Customer 372,City 16,Washington,USA,East,Fashion,Shoes,Shoes,7,714.91,5,4754.15,4754.15,1616.86,UPI,Salesperson 1
100657,2025-09-03,Customer 260,City 18,New York,USA,East,Fashion,Watch,Watch,1,1263.0,0,1263.0,1263.0,336.57,UPI,Salesperson 4
100658,2026-02-07,Customer 262,City 10,California,USA,South,Fashion,Shoes,Shoes,4,1287.18,15,4376.41,4376.41,359.41,UPI,Salesperson 7
100659,2025-10-08,Customer 83,City 27,New York,USA,West,Electronics,Headphones,Headphones,8,948.87,15,6452.32,6452.32,1891.28,Cash,Salesperson 11
100660,2025-12-27,Customer 431,City 20,Washington,USA,East,Stationery,Pen,Pen,2,1237.48,10,2227.46,2227.46,482.71,Cash,Salesperson 1
100661,2025-07-24,Customer 644,City 10,Florida,USA,North,Electronics,Laptop,Laptop,3,947.08,5,2699.18,2699.18,218.18,Credit Card,Salesperson 6
100662,2026-02-25,Customer 328,City 15,New York,USA,South,Furniture,Chair,Chair,9,1071.78,5,9163.72,9163.72,2828.65,UPI,Salesperson 6
100663,2026-01-12,Customer 187,City 13,New York,USA,South,Fashion,Watch,Watch,6,1200.3,5,6841.71,6841.71,703.24,Credit Card,Salesperson 1
100664,2025-07-23,Customer 269,City 23,Texas,USA,North,Fashion,Shoes,Shoes,10,941.81,0,9418.1,9418.1,3230.54,Cash,Salesperson 20
100665,2025-06-24,Customer 581,City 4,California,USA,West,Stationery,Pen,Pen,10,393.94,0,3939.4,3939.4,1334.15,Cash,Salesperson 16
100666,2025-09-30,Customer 295,City 24,New York,USA,West,Electronics,Phone,Phone,4,1071.78,5,4072.76,4072.76,1366.14,Debit Card,Salesperson 14
100667,2025-07-13,Customer 429,City 6,New York,USA,South,Furniture,Chair,Chair,10,327.27,10,2945.43,2945.43,813.56,Credit Card,Salesperson 10
100668,2026-04-15,Customer 88,City 1,New York,USA,South,Furniture,Desk,Desk,4,928.43,5,3528.03,3528.03,634.35,UPI,Salesperson 13
100669,2025-04-08,Customer 571,City 2,California,USA,East,Furniture,Chair,Chair,7,1064.14,20,5959.18,5959.18,889.0,Debit Card,Salesperson 16
100670,2025-02-16,Customer 6,City 9,Illinois,USA,West,Stationery,Notebook,Notebook,10,1409.29,20,11274.32,11274.32,3061.91,UPI,Salesperson 13
100671,2025-07-03,Customer 267,City 6,Illinois,USA,West,Stationery,Notebook,Notebook,3,1452.25,20,3485.4,3485.4,317.53,UPI,Salesperson 15
100672,2025-09-24,Customer 120,City 11,California,USA,South,Electronics,Headphones,Headphones,2,479.39,20,767.02,767.02,151.02,Cash,Salesperson 9
100673,2025-09-28,Customer 530,City 11,New York,USA,South,Stationery,Notebook,Notebook,7,427.97,10,2696.21,2696.21,661.9,UPI,Salesperson 16
100674,2025-06-02,Customer 56,City 8,Texas,USA,North,Electronics,Headphones,Headphones,9,1280.29,15,9794.22,9794.22,924.28,Cash,Salesperson 9
100675,2026-01-01,Customer 727,City 18,New York,USA,West,Electronics,Headphones,Headphones,8,657.46,15,4470.73,4470.73,406.9,Cash,Salesperson 4
100676,2025-07-04,Customer 173,City 24,Illinois,USA,East,Electronics,Headphones,Headphones,2,527.66,5,1002.55,1002.55,315.21,PayPal,Salesperson 19
100677,2025-07-04,Customer 427,City 30,California,USA,South,Furniture,Chair,Chair,10,1497.02,0,14970.2,14970.2,3323.75,Cash,Salesperson 4
100678,2025-04-19,Customer 332,City 5,California,USA,North,Stationery,Notebook,Notebook,1,430.0,0,430.0,430.0,80.16,Cash,Salesperson 16
100679,2025-02-14,Customer 672,City 20,New York,USA,East,Accessories,Backpack,Backpack,5,893.34,0,4466.7,4466.7,754.63,PayPal,Salesperson 5
100680,2025-02-26,Customer 762,City 3,Illinois,USA,West,Furniture,Chair,Chair,1,1203.33,10,1083.0,1083.0,181.14,Credit Card,Salesperson 13
100681,2025-08-02,Customer 167,City 13,New York,USA,East,Furniture,Desk,Desk,3,363.92,15,928.0,928.0,96.59,Debit Card,Salesperson 4
100682,2025-05-15,Customer 368,City 22,California,USA,East,Furniture,Desk,Desk,8,1202.65,10,8659.08,8659.08,2805.61,PayPal,Salesperson 7
100683,2026-03-10,Customer 93,City 25,New York,USA,East,Accessories,Backpack,Backpack,8,1328.69,15,9035.09,9035.09,1377.76,PayPal,Salesperson 6
100684,2026-04-20,Customer 693,City 8,Washington,USA,South,Stationery,Pen,Pen,7,143.96,20,806.18,806.18,138.88,Cash,Salesperson 17
100685,2026-05-05,Customer 308,City 5,Texas,USA,East,Fashion,Shoes,Shoes,2,439.6,15,747.32,747.32,75.76,Debit Card,Salesperson 17
100686,2025-02-16,Customer 526,City 4,Illinois,USA,West,Stationery,Pen,Pen,5,854.96,20,3419.84,3419.84,344.25,Cash,Salesperson 4
100687,2025-03-25,Customer 788,City 17,California,USA,North,Accessories,Backpack,Backpack,10,1220.17,10,10981.53,10981.53,1634.19,Cash,Salesperson 6
100688,2025-11-01,Customer 322,City 19,Washington,USA,West,Electronics,Headphones,Headphones,7,72.66,15,432.33,432.33,136.93,Cash,Salesperson 20
100689,2025-03-22,Customer 765,City 20,Florida,USA,North,Furniture,Desk,Desk,6,1450.25,5,8266.42,8266.42,1132.4,Cash,Salesperson 18
100690,2026-05-04,Customer 472,City 23,New York,USA,West,Electronics,Laptop,Laptop,1,595.43,0,595.43,595.43,75.24,UPI,Salesperson 20
100691,2025-03-31,Customer 129,City 5,California,USA,South,Fashion,Watch,Watch,6,1037.54,15,5291.45,5291.45,1572.9,Credit Card,Salesperson 1
100692,2026-03-23,Customer 642,City 28,Illinois,USA,South,Furniture,Chair,Chair,1,317.8,5,301.91,301.91,77.12,Credit Card,Salesperson 10
100693,2025-06-06,Customer 757,City 23,New York,USA,West,Accessories,Backpack,Backpack,3,713.61,0,2140.83,2140.83,238.58,Cash,Salesperson 1
100694,2026-02-06,Customer 53,City 11,California,USA,North,Accessories,Backpack,Backpack,10,367.73,10,3309.57,3309.57,773.6,Cash,Salesperson 14
100695,2025-02-07,Customer 500,City 13,New York,USA,West,Accessories,Backpack,Backpack,10,895.78,20,7166.24,7166.24,2506.3,Debit Card,Salesperson 2
100696,2025-10-02,Customer 664,City 14,New York,USA,North,Fashion,Shoes,Shoes,1,635.9,10,572.31,572.31,131.28,Cash,Salesperson 20
100697,2025-07-16,Customer 481,City 12,New York,USA,South,Stationery,Notebook,Notebook,8,1047.78,0,8382.24,8382.24,1035.71,PayPal,Salesperson 8
